Date,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2014-02-10,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8
2014-02-10,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115
2016-02-10,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
2016-02-10,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,53,50,103
2014-02-13,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
2014-02-13,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,12,2,5,25,24,49
2016-02-13,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8
2016-02-13,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,23,22,45
2014-03-15,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
2014-03-15,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,13,12,25
2014-03-15,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,29,28,57
2016-03-15,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
2016-03-15,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,15,14,29
2016-03-15,45,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,16,2,5,34,32,66
2014-01-08,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,13,21,34
2014-01-08,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,19,30,49
2014-01-08,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
2016-01-08,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,12,19,31
2016-01-08,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,32,1,2,20,32,52
2016-01-08,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8
2014-04-18,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,16,25,41
2016-04-18,50,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,15,24,39
2013-08-25,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,12,23,35
2015-08-25,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,10,20,30
2014-05-07,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,14,26,40
2014-05-07,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,7,14,21
2014-05-07,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,6,11,17
2016-05-07,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,14,27,41
2016-05-07,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,6,11,17
2016-05-07,30,Young Adults (25-34),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,7,13,20
2013-09-18,32,Young Adults (25-34),M,France,Seine et Marne,Accessories,Tires and Tubes,Touring Tire,17,11,29,217,187,404
2013-09-18,32,Young Adults (25-34),M,France,Seine et Marne,Accessories,Tires and Tubes,Touring Tire,27,11,29,345,297,642
2015-09-18,32,Young Adults (25-34),M,France,Seine et Marne,Accessories,Tires and Tubes,Touring Tire,18,11,29,230,198,428
2015-09-18,32,Young Adults (25-34),M,France,Seine et Marne,Accessories,Tires and Tubes,Touring Tire,24,11,29,307,264,571
2014-01-19,33,Young Adults (25-34),M,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,5,8,21,43,40,83
2014-01-19,33,Young Adults (25-34),M,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,18,8,21,155,144,299
2016-01-19,33,Young Adults (25-34),M,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,7,8,21,60,56,116
2016-01-19,33,Young Adults (25-34),M,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,17,8,21,146,136,282
2013-09-02,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,10,13,23
2015-09-02,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,10,14,24
2013-09-27,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,21,29,50
2015-09-27,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,20,27,47
2015-09-27,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,21,28,49
2013-12-09,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,19,26,45
2015-12-09,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,17,23,40
2014-05-27,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,20,27,47
2016-05-27,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,18,24,42
2014-05-28,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,8,11,19
2014-05-28,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,17,23,40
2016-05-28,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
2016-05-28,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,18,24,42
2014-05-31,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9
2016-05-31,21,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10
2013-09-04,36,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,74,30,104
2013-09-04,36,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,60,24,84
2015-09-04,36,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,74,30,104
2015-09-04,36,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,64,26,90
2013-11-26,35,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,59,23,82
2013-11-26,35,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,5,2,7
2015-11-26,35,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,54,21,75
2015-11-26,35,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
2014-04-22,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,7,6,13
2014-04-22,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,56,46,102
2014-04-22,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,42,34,76
2016-04-22,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
2016-04-22,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,49,40,89
2016-04-22,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,42,34,76
2014-05-19,54,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,8,10,18
2014-05-19,54,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2016-05-19,54,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
2016-05-19,54,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
2016-05-19,54,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2014-06-05,54,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,7,11,18
2016-06-05,54,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15
2013-10-24,54,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire,17,11,29,217,187,404
2013-10-24,54,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire,29,11,29,371,319,690
2013-10-24,54,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire,13,11,29,166,143,309
2015-10-24,54,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire,14,11,29,179,154,333
2015-10-24,54,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire,28,11,29,358,308,666
2014-04-17,27,Young Adults (25-34),F,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7
2014-04-17,27,Young Adults (25-34),F,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,17,22,39
2016-04-17,27,Young Adults (25-34),F,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9
2016-04-17,27,Young Adults (25-34),F,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,14,19,33
2013-07-12,25,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,43,21,64
2015-07-12,25,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,41,20,61
2014-03-25,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,9,11,29,131,99,230
2014-03-25,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,16,11,29,232,176,408
2016-03-25,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,11,11,29,160,121,281
2016-03-25,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,14,11,29,203,154,357
2014-06-14,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,17,11,29,247,187,434
2016-06-14,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,16,11,29,232,176,408
2013-09-16,17,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,61,58,119
2013-09-16,17,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
2015-09-16,17,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115
2015-09-16,17,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8
2013-11-14,24,Youth (<25),F,France,Somme,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,21,9,30
2013-11-14,24,Youth (<25),F,France,Somme,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,14,6,20
2015-11-14,24,Youth (<25),F,France,Somme,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,23,10,33
2015-11-14,24,Youth (<25),F,France,Somme,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,11,5,16
2014-06-15,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,9,10,19
2014-06-15,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,23,26,49
2014-06-15,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,14,16,30
2016-06-15,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8
2016-06-15,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,20,22,42
2016-06-15,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,14,16,30
2014-01-23,40,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,8,13,21
2016-01-23,40,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,8,13,21
2013-12-15,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,27,11,29,345,297,642
2015-12-15,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,26,11,29,332,286,618
2014-02-05,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,5,11,29,64,55,119
2014-02-05,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,25,11,29,320,275,595
2016-02-05,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,3,11,29,38,33,71
2016-02-05,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,24,11,29,307,264,571
2014-02-17,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,22,11,29,281,242,523
2016-02-17,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,20,11,29,256,220,476
2014-03-18,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,2,11,29,26,22,48
2014-03-18,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,25,11,29,320,275,595
2016-03-18,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,1,11,29,13,11,24
2016-03-18,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,26,11,29,332,286,618
2014-04-27,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,24,11,29,307,264,571
2016-04-27,41,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,24,11,29,307,264,571
2013-11-06,52,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8
2013-11-06,52,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,36,40,76
2015-11-06,52,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,7,8,15
2015-11-06,52,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,38,42,80
2013-08-07,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,9,12,21
2013-08-07,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,17,23,40
2015-08-07,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,8,11,19
2015-08-07,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,17,23,40
2014-05-30,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
2014-05-30,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,13,18,31
2016-05-30,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9
2016-05-30,45,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,15,20,35
2014-01-18,46,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,18,28,46
2014-01-18,46,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,10,16,26
2016-01-18,46,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,16,25,41
2016-01-18,46,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,10,16,26
2014-07-24,48,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,61,52,113
2014-07-24,48,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,71,60,131
2016-07-24,48,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,59,50,109
2016-07-24,48,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,68,58,126
2014-03-14,49,Adults (35-64),M,France,Charente-Maritime,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,29,10,39
2014-03-14,49,Adults (35-64),M,France,Charente-Maritime,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
2016-03-14,49,Adults (35-64),M,France,Charente-Maritime,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
2013-11-19,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,14,26,40
2013-11-19,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,13,25,38
2015-11-19,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,14,27,41
2015-11-19,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,14,26,40
2014-04-22,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3
2014-04-22,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,9,17,26
2016-04-22,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2016-04-22,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,9,17,26
2014-05-16,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,3,6,9
2014-05-16,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2016-05-16,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11
2016-05-16,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
2014-05-18,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,10,20,30
2016-05-18,32,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,9,17,26
2013-10-18,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7
2013-10-18,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2013-10-18,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,13,15,28
2015-10-18,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9
2015-10-18,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2015-10-18,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,10,12,22
2014-07-08,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,12,14,26
2016-07-08,64,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,10,12,22
2013-09-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,8,8,21,74,64,138
2013-09-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,22,8,21,203,176,379
2015-09-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,9,8,21,83,72,155
2015-09-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,21,8,21,194,168,362
2013-10-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,16,8,21,148,128,276
2015-10-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,16,8,21,148,128,276
2013-11-14,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,19,8,21,175,152,327
2015-11-14,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,19,8,21,175,152,327
2013-12-30,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,1,8,21,9,8,17
2015-12-30,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,1,8,21,9,8,17
2014-02-12,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,22,8,21,203,176,379
2016-02-12,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,19,8,21,175,152,327
2014-03-05,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,8,8,21,74,64,138
2016-03-05,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,5,8,21,46,40,86
2013-08-21,63,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,33,12,45
2015-08-21,63,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,35,13,48
2014-01-10,23,Youth (<25),F,France,Loiret,Accessories,Tires and Tubes,LL Road Tire,18,8,21,192,144,336
2016-01-10,23,Youth (<25),F,France,Loiret,Accessories,Tires and Tubes,LL Road Tire,17,8,21,182,136,318
2013-08-27,23,Youth (<25),M,France,Charente-Maritime,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,75,52,127
2015-08-27,23,Youth (<25),M,France,Charente-Maritime,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,73,50,123
2013-09-18,23,Youth (<25),M,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,16,12,28
2015-09-18,23,Youth (<25),M,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,19,14,33
2014-04-15,23,Youth (<25),M,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,56,42,98
2016-04-15,23,Youth (<25),M,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,56,42,98
2013-09-28,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,57,54,111
2015-09-28,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107
2014-04-06,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107
2014-04-06,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,23,22,45
2014-04-06,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,50,48,98
2016-04-06,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,50,48,98
2016-04-06,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,19,18,37
2016-04-06,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,44,42,86
2014-05-10,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,57,54,111
2016-05-10,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,61,58,119
2013-10-10,60,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,13,12,25
2015-10-10,60,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,11,10,21
2014-03-25,57,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,11,12,23
2016-03-25,57,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,13,14,27
2013-09-15,55,Adults (35-64),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,13,20,33
2015-09-15,55,Adults (35-64),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,12,19,31
2014-04-02,38,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,LL Road Tire,29,8,21,298,232,530
2014-04-02,38,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,LL Road Tire,1,8,21,10,8,18
2016-04-02,38,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,LL Road Tire,28,8,21,288,224,512
2016-04-02,38,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,LL Road Tire,1,8,21,10,8,18
2013-09-29,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,13,12,25
2013-09-29,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,6,6,12
2013-09-29,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,57,54,111
2015-09-29,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,11,10,21
2015-09-29,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
